nrg_bal,geo_code,year,share_ren_pct,data_flag,sector,geo_name,region,is_eu27_member,yoy_change,gap_to_target_pp,required_pace,recent_pace,pace_status
REN,AT,2024,42.951,,Total,Austria,West,True,1.351,-0.451,0.0,1.601,At or above target
REN,BE,2004,1.916,,Total,Belgium,West,True,,28.164,4.694,0.334,Far behind
REN,BE,2005,2.325,,Total,Belgium,West,True,0.409,28.164,4.694,0.334,Far behind
REN,BE,2006,2.658,,Total,Belgium,West,True,0.333,28.164,4.694,0.334,Far behind
REN,BE,2007,3.14,,Total,Belgium,West,True,0.482,28.164,4.694,0.334,Far behind
REN,BE,2008,3.611,,Total,Belgium,West,True,0.471,28.164,4.694,0.334,Far behind
REN,BE,2009,4.746,,Total,Belgium,West,True,1.135,28.164,4.694,0.334,Far behind
REN,BE,2010,6.004,,Total,Belgium,West,True,1.258,28.164,4.694,0.334,Far behind
REN,BE,2011,6.302,,Total,Belgium,West,True,0.298,28.164,4.694,0.334,Far behind
REN,BE,2012,7.086,,Total,Belgium,West,True,0.784,28.164,4.694,0.334,Far behind
REN,BE,2013,7.671,,Total,Belgium,West,True,0.585,28.164,4.694,0.334,Far behind
REN,BE,2014,8.038,,Total,Belgium,West,True,0.367,28.164,4.694,0.334,Far behind
REN,BE,2015,8.06,,Total,Belgium,West,True,0.022,28.164,4.694,0.334,Far behind
REN,BE,2016,8.744,,Total,Belgium,West,True,0.684,28.164,4.694,0.334,Far behind
REN,BE,2017,9.136,,Total,Belgium,West,True,0.392,28.164,4.694,0.334,Far behind
REN,BE,2018,9.472,,Total,Belgium,West,True,0.336,28.164,4.694,0.334,Far behind
REN,BE,2019,9.929,,Total,Belgium,West,True,0.457,28.164,4.694,0.334,Far behind
REN,BE,2020,13.0,,Total,Belgium,West,True,3.071,28.164,4.694,0.334,Far behind
REN,BE,2021,13.017,,Total,Belgium,West,True,0.017,28.164,4.694,0.334,Far behind
REN,BE,2022,13.831,,Total,Belgium,West,True,0.814,28.164,4.694,0.334,Far behind
REN,BE,2023,14.673,,Total,Belgium,West,True,0.842,28.164,4.694,0.334,Far behind
REN,BE,2024,14.336,,Total,Belgium,West,True,-0.337,28.164,4.694,0.334,Far behind
REN,BG,2004,9.231,,Total,Bulgaria,East,True,,19.29,3.215,-0.027,Far behind
REN,BG,2005,9.173,,Total,Bulgaria,East,True,-0.058,19.29,3.215,-0.027,Far behind
REN,BG,2006,9.415,,Total,Bulgaria,East,True,0.242,19.29,3.215,-0.027,Far behind
REN,BG,2007,9.098,,Total,Bulgaria,East,True,-0.317,19.29,3.215,-0.027,Far behind
REN,BG,2008,10.345,,Total,Bulgaria,East,True,1.247,19.29,3.215,-0.027,Far behind
REN,BG,2009,12.005,,Total,Bulgaria,East,True,1.66,19.29,3.215,-0.027,Far behind
REN,BG,2010,13.927,,Total,Bulgaria,East,True,1.922,19.29,3.215,-0.027,Far behind
REN,BG,2011,14.152,,Total,Bulgaria,East,True,0.225,19.29,3.215,-0.027,Far behind
REN,BG,2012,15.837,,Total,Bulgaria,East,True,1.685,19.29,3.215,-0.027,Far behind
REN,BG,2013,18.898,,Total,Bulgaria,East,True,3.061,19.29,3.215,-0.027,Far behind
REN,BG,2014,18.05,,Total,Bulgaria,East,True,-0.848,19.29,3.215,-0.027,Far behind
REN,BG,2015,18.261,,Total,Bulgaria,East,True,0.211,19.29,3.215,-0.027,Far behind
REN,BG,2016,18.76,,Total,Bulgaria,East,True,0.499,19.29,3.215,-0.027,Far behind
REN,BG,2017,18.695,,Total,Bulgaria,East,True,-0.065,19.29,3.215,-0.027,Far behind
REN,BG,2018,20.581,,Total,Bulgaria,East,True,1.886,19.29,3.215,-0.027,Far behind
REN,BG,2019,21.545,,Total,Bulgaria,East,True,0.964,19.29,3.215,-0.027,Far behind
REN,BG,2020,23.319,,Total,Bulgaria,East,True,1.774,19.29,3.215,-0.027,Far behind
REN,BG,2021,19.394,,Total,Bulgaria,East,True,-3.925,19.29,3.215,-0.027,Far behind
REN,BG,2022,19.079,,Total,Bulgaria,East,True,-0.315,19.29,3.215,-0.027,Far behind
REN,BG,2023,23.151,,Total,Bulgaria,East,True,4.072,19.29,3.215,-0.027,Far behind
REN,BG,2024,23.21,,Total,Bulgaria,East,True,0.059,19.29,3.215,-0.027,Far behind
REN,CY,2004,3.071,,Total,Cyprus,South,True,,21.656,3.609,0.991,Far behind
REN,CY,2005,3.131,,Total,Cyprus,South,True,0.06,21.656,3.609,0.991,Far behind
REN,CY,2006,3.263,,Total,Cyprus,South,True,0.132,21.656,3.609,0.991,Far behind
REN,CY,2007,4.001,,Total,Cyprus,South,True,0.738,21.656,3.609,0.991,Far behind
REN,CY,2008,5.131,,Total,Cyprus,South,True,1.13,21.656,3.609,0.991,Far behind
REN,CY,2009,5.92,,Total,Cyprus,South,True,0.789,21.656,3.609,0.991,Far behind
REN,CY,2010,6.161,,Total,Cyprus,South,True,0.241,21.656,3.609,0.991,Far behind
REN,CY,2011,6.245,,Total,Cyprus,South,True,0.084,21.656,3.609,0.991,Far behind
REN,CY,2012,7.111,,Total,Cyprus,South,True,0.866,21.656,3.609,0.991,Far behind
REN,CY,2013,8.428,,Total,Cyprus,South,True,1.317,21.656,3.609,0.991,Far behind
REN,CY,2014,9.144,,Total,Cyprus,South,True,0.716,21.656,3.609,0.991,Far behind
REN,CY,2015,9.903,,Total,Cyprus,South,True,0.759,21.656,3.609,0.991,Far behind
REN,CY,2016,9.833,,Total,Cyprus,South,True,-0.07,21.656,3.609,0.991,Far behind
REN,CY,2017,10.478,,Total,Cyprus,South,True,0.645,21.656,3.609,0.991,Far behind
REN,CY,2018,13.873,,Total,Cyprus,South,True,3.395,21.656,3.609,0.991,Far behind
REN,CY,2019,13.777,,Total,Cyprus,South,True,-0.096,21.656,3.609,0.991,Far behind
REN,CY,2020,16.879,,Total,Cyprus,South,True,3.102,21.656,3.609,0.991,Far behind
REN,CY,2021,19.069,,Total,Cyprus,South,True,2.19,21.656,3.609,0.991,Far behind
REN,CY,2022,19.427,,Total,Cyprus,South,True,0.358,21.656,3.609,0.991,Far behind
REN,CY,2023,20.213,,Total,Cyprus,South,True,0.786,21.656,3.609,0.991,Far behind
REN,CY,2024,20.844,,Total,Cyprus,South,True,0.631,21.656,3.609,0.991,Far behind
REN,CZ,2004,6.773,,Total,Czechia,East,True,,23.289,3.882,0.477,Far behind
REN,CZ,2005,7.113,,Total,Czechia,East,True,0.34,23.289,3.882,0.477,Far behind
REN,CZ,2006,7.362,,Total,Czechia,East,True,0.249,23.289,3.882,0.477,Far behind
REN,CZ,2007,7.895,,Total,Czechia,East,True,0.533,23.289,3.882,0.477,Far behind
REN,CZ,2008,8.674,,Total,Czechia,East,True,0.779,23.289,3.882,0.477,Far behind
REN,CZ,2009,9.977,,Total,Czechia,East,True,1.303,23.289,3.882,0.477,Far behind
REN,CZ,2010,10.513,,Total,Czechia,East,True,0.536,23.289,3.882,0.477,Far behind
REN,CZ,2011,10.945,,Total,Czechia,East,True,0.432,23.289,3.882,0.477,Far behind
REN,CZ,2012,12.814,,Total,Czechia,East,True,1.869,23.289,3.882,0.477,Far behind
REN,CZ,2013,13.927,,Total,Czechia,East,True,1.113,23.289,3.882,0.477,Far behind
REN,CZ,2014,15.074,,Total,Czechia,East,True,1.147,23.289,3.882,0.477,Far behind
REN,CZ,2015,15.07,,Total,Czechia,East,True,-0.004,23.289,3.882,0.477,Far behind
REN,CZ,2016,14.926,,Total,Czechia,East,True,-0.144,23.289,3.882,0.477,Far behind
REN,CZ,2017,14.799,,Total,Czechia,East,True,-0.127,23.289,3.882,0.477,Far behind
REN,CZ,2018,15.139,,Total,Czechia,East,True,0.34,23.289,3.882,0.477,Far behind
REN,CZ,2019,16.239,,Total,Czechia,East,True,1.1,23.289,3.882,0.477,Far behind
REN,CZ,2020,17.303,,Total,Czechia,East,True,1.064,23.289,3.882,0.477,Far behind
REN,CZ,2021,17.614,,Total,Czechia,East,True,0.311,23.289,3.882,0.477,Far behind
REN,CZ,2022,18.123,,Total,Czechia,East,True,0.509,23.289,3.882,0.477,Far behind
REN,CZ,2023,18.555,,Total,Czechia,East,True,0.432,23.289,3.882,0.477,Far behind
REN,CZ,2024,19.211,,Total,Czechia,East,True,0.656,23.289,3.882,0.477,Far behind
REN,DE,2004,6.207,,Total,Germany,West,True,,20.026,3.338,0.846,Far behind
REN,DE,2005,7.167,,Total,Germany,West,True,0.96,20.026,3.338,0.846,Far behind
REN,DE,2006,8.466,,Total,Germany,West,True,1.299,20.026,3.338,0.846,Far behind
REN,DE,2007,10.039,,Total,Germany,West,True,1.573,20.026,3.338,0.846,Far behind
REN,DE,2008,10.072,,Total,Germany,West,True,0.033,20.026,3.338,0.846,Far behind
REN,DE,2009,10.851,,Total,Germany,West,True,0.779,20.026,3.338,0.846,Far behind
REN,DE,2010,11.667,,Total,Germany,West,True,0.816,20.026,3.338,0.846,Far behind
REN,DE,2011,12.47,,Total,Germany,West,True,0.803,20.026,3.338,0.846,Far behind
REN,DE,2012,13.549,,Total,Germany,West,True,1.079,20.026,3.338,0.846,Far behind
REN,DE,2013,13.757,,Total,Germany,West,True,0.208,20.026,3.338,0.846,Far behind
REN,DE,2014,14.381,,Total,Germany,West,True,0.624,20.026,3.338,0.846,Far behind
REN,DE,2015,14.901,,Total,Germany,West,True,0.52,20.026,3.338,0.846,Far behind
REN,DE,2016,14.885,,Total,Germany,West,True,-0.016,20.026,3.338,0.846,Far behind
REN,DE,2017,15.472,,Total,Germany,West,True,0.587,20.026,3.338,0.846,Far behind
REN,DE,2018,16.66,,Total,Germany,West,True,1.188,20.026,3.338,0.846,Far behind
REN,DE,2019,17.266,,Total,Germany,West,True,0.606,20.026,3.338,0.846,Far behind
REN,DE,2020,19.09,,Total,Germany,West,True,1.824,20.026,3.338,0.846,Far behind
REN,DE,2021,19.302,,Total,Germany,West,True,0.212,20.026,3.338,0.846,Far behind
REN,DE,2022,20.829,,Total,Germany,West,True,1.527,20.026,3.338,0.846,Far behind
REN,DE,2023,21.512,,Total,Germany,West,True,0.683,20.026,3.338,0.846,Far behind
REN,DE,2024,22.474,,Total,Germany,West,True,0.962,20.026,3.338,0.846,Far behind
REN,DK,2004,14.839,,Total,Denmark,North,True,,-3.961,0.0,3.695,At or above target
REN,DK,2005,15.955,,Total,Denmark,North,True,1.116,-3.961,0.0,3.695,At or above target
REN,DK,2006,16.332,,Total,Denmark,North,True,0.377,-3.961,0.0,3.695,At or above target
REN,DK,2007,17.747,,Total,Denmark,North,True,1.415,-3.961,0.0,3.695,At or above target
REN,DK,2008,18.543,,Total,Denmark,North,True,0.796,-3.961,0.0,3.695,At or above target
REN,DK,2009,19.948,,Total,Denmark,North,True,1.405,-3.961,0.0,3.695,At or above target
REN,DK,2010,21.888,,Total,Denmark,North,True,1.94,-3.961,0.0,3.695,At or above target
REN,DK,2011,23.389,,Total,Denmark,North,True,1.501,-3.961,0.0,3.695,At or above target
REN,DK,2012,25.465,,Total,Denmark,North,True,2.076,-3.961,0.0,3.695,At or above target
REN,DK,2013,27.173,,Total,Denmark,North,True,1.708,-3.961,0.0,3.695,At or above target
REN,DK,2014,29.31,,Total,Denmark,North,True,2.137,-3.961,0.0,3.695,At or above target
REN,DK,2015,30.469,,Total,Denmark,North,True,1.159,-3.961,0.0,3.695,At or above target
REN,DK,2016,31.715,,Total,Denmark,North,True,1.246,-3.961,0.0,3.695,At or above target
REN,DK,2017,34.387,,Total,Denmark,North,True,2.672,-3.961,0.0,3.695,At or above target
REN,DK,2018,35.159,,Total,Denmark,North,True,0.772,-3.961,0.0,3.695,At or above target
REN,DK,2019,37.02,,Total,Denmark,North,True,1.861,-3.961,0.0,3.695,At or above target
REN,DK,2020,31.681,,Total,Denmark,North,True,-5.339,-3.961,0.0,3.695,At or above target
REN,DK,2021,41.494,,Total,Denmark,North,True,9.813,-3.961,0.0,3.695,At or above target
REN,DK,2022,41.368,,Total,Denmark,North,True,-0.126,-3.961,0.0,3.695,At or above target
REN,DK,2023,43.728,,Total,Denmark,North,True,2.36,-3.961,0.0,3.695,At or above target
REN,DK,2024,46.461,,Total,Denmark,North,True,2.733,-3.961,0.0,3.695,At or above target
REN,EE,2004,18.42,,Total,Estonia,North,True,,0.268,0.045,3.041,On track
REN,EE,2005,17.478,,Total,Estonia,North,True,-0.942,0.268,0.045,3.041,On track
REN,EE,2006,16.011,,Total,Estonia,North,True,-1.467,0.268,0.045,3.041,On track
REN,EE,2007,17.139,,Total,Estonia,North,True,1.128,0.268,0.045,3.041,On track
REN,EE,2008,18.811,,Total,Estonia,North,True,1.672,0.268,0.045,3.041,On track
REN,EE,2009,23.009,,Total,Estonia,North,True,4.198,0.268,0.045,3.041,On track
REN,EE,2010,24.575,,Total,Estonia,North,True,1.566,0.268,0.045,3.041,On track
REN,EE,2011,25.515,,Total,Estonia,North,True,0.94,0.268,0.045,3.041,On track
REN,EE,2012,25.586,,Total,Estonia,North,True,0.071,0.268,0.045,3.041,On track
REN,EE,2013,25.356,,Total,Estonia,North,True,-0.23,0.268,0.045,3.041,On track
REN,EE,2014,26.13,,Total,Estonia,North,True,0.774,0.268,0.045,3.041,On track
REN,EE,2015,28.987,,Total,Estonia,North,True,2.857,0.268,0.045,3.041,On track
REN,EE,2016,29.232,,Total,Estonia,North,True,0.245,0.268,0.045,3.041,On track
REN,EE,2017,29.538,,Total,Estonia,North,True,0.306,0.268,0.045,3.041,On track
REN,EE,2018,29.97,,Total,Estonia,North,True,0.432,0.268,0.045,3.041,On track
REN,EE,2019,31.73,,Total,Estonia,North,True,1.76,0.268,0.045,3.041,On track
REN,EE,2020,30.069,,Total,Estonia,North,True,-1.661,0.268,0.045,3.041,On track
REN,EE,2021,37.342,,Total,Estonia,North,True,7.273,0.268,0.045,3.041,On track
REN,EE,2022,38.542,,Total,Estonia,North,True,1.2,0.268,0.045,3.041,On track
REN,EE,2023,40.95,,Total,Estonia,North,True,2.408,0.268,0.045,3.041,On track
REN,EE,2024,42.232,,Total,Estonia,North,True,1.282,0.268,0.045,3.041,On track
REN,EL,2004,7.161,,Total,Greece,South,True,,17.136,2.856,0.904,Needs acceleration
REN,EL,2005,7.277,,Total,Greece,South,True,0.116,17.136,2.856,0.904,Needs acceleration
REN,EL,2006,7.458,,Total,Greece,South,True,0.181,17.136,2.856,0.904,Needs acceleration
REN,EL,2007,8.249,,Total,Greece,South,True,0.791,17.136,2.856,0.904,Needs acceleration
REN,EL,2008,8.183,,Total,Greece,South,True,-0.066,17.136,2.856,0.904,Needs acceleration
REN,EL,2009,8.731,,Total,Greece,South,True,0.548,17.136,2.856,0.904,Needs acceleration
REN,EL,2010,10.077,,Total,Greece,South,True,1.346,17.136,2.856,0.904,Needs acceleration
REN,EL,2011,11.153,,Total,Greece,South,True,1.076,17.136,2.856,0.904,Needs acceleration
REN,EL,2012,13.741,,Total,Greece,South,True,2.588,17.136,2.856,0.904,Needs acceleration
REN,EL,2013,15.326,,Total,Greece,South,True,1.585,17.136,2.856,0.904,Needs acceleration
REN,EL,2014,15.683,,Total,Greece,South,True,0.357,17.136,2.856,0.904,Needs acceleration
REN,EL,2015,15.69,,Total,Greece,South,True,0.007,17.136,2.856,0.904,Needs acceleration
REN,EL,2016,15.39,,Total,Greece,South,True,-0.3,17.136,2.856,0.904,Needs acceleration
REN,EL,2017,17.3,,Total,Greece,South,True,1.91,17.136,2.856,0.904,Needs acceleration
REN,EL,2018,18.001,,Total,Greece,South,True,0.701,17.136,2.856,0.904,Needs acceleration
REN,EL,2019,19.633,,Total,Greece,South,True,1.632,17.136,2.856,0.904,Needs acceleration
REN,EL,2020,21.749,,Total,Greece,South,True,2.116,17.136,2.856,0.904,Needs acceleration
REN,EL,2021,22.001,,Total,Greece,South,True,0.252,17.136,2.856,0.904,Needs acceleration
REN,EL,2022,22.671,,Total,Greece,South,True,0.67,17.136,2.856,0.904,Needs acceleration
REN,EL,2023,25.269,,Total,Greece,South,True,2.598,17.136,2.856,0.904,Needs acceleration
REN,EL,2024,25.364,,Total,Greece,South,True,0.095,17.136,2.856,0.904,Needs acceleration
REN,ES,2004,8.345,,Total,Spain,South,True,,17.083,2.847,1.049,Needs acceleration
REN,ES,2005,8.444,,Total,Spain,South,True,0.099,17.083,2.847,1.049,Needs acceleration
REN,ES,2006,9.156,,Total,Spain,South,True,0.712,17.083,2.847,1.049,Needs acceleration
REN,ES,2007,9.667,,Total,Spain,South,True,0.511,17.083,2.847,1.049,Needs acceleration
REN,ES,2008,10.744,,Total,Spain,South,True,1.077,17.083,2.847,1.049,Needs acceleration
REN,ES,2009,12.958,,Total,Spain,South,True,2.214,17.083,2.847,1.049,Needs acceleration
REN,ES,2010,13.782,,Total,Spain,South,True,0.824,17.083,2.847,1.049,Needs acceleration
REN,ES,2011,13.176,,Total,Spain,South,True,-0.606,17.083,2.847,1.049,Needs acceleration
REN,ES,2012,14.239,,Total,Spain,South,True,1.063,17.083,2.847,1.049,Needs acceleration
REN,ES,2013,15.081,,Total,Spain,South,True,0.842,17.083,2.847,1.049,Needs acceleration
REN,ES,2014,15.879,,Total,Spain,South,True,0.798,17.083,2.847,1.049,Needs acceleration
REN,ES,2015,16.221,,Total,Spain,South,True,0.342,17.083,2.847,1.049,Needs acceleration
REN,ES,2016,17.015,,Total,Spain,South,True,0.794,17.083,2.847,1.049,Needs acceleration
REN,ES,2017,17.118,,Total,Spain,South,True,0.103,17.083,2.847,1.049,Needs acceleration
REN,ES,2018,17.023,,Total,Spain,South,True,-0.095,17.083,2.847,1.049,Needs acceleration
REN,ES,2019,17.852,,Total,Spain,South,True,0.829,17.083,2.847,1.049,Needs acceleration
REN,ES,2020,21.22,,Total,Spain,South,True,3.368,17.083,2.847,1.049,Needs acceleration
REN,ES,2021,20.552,,Total,Spain,South,True,-0.668,17.083,2.847,1.049,Needs acceleration
REN,ES,2022,21.837,,Total,Spain,South,True,1.285,17.083,2.847,1.049,Needs acceleration
REN,ES,2023,24.981,,Total,Spain,South,True,3.144,17.083,2.847,1.049,Needs acceleration
REN,ES,2024,25.417,,Total,Spain,South,True,0.436,17.083,2.847,1.049,Needs acceleration
REN,EU27_2020,2004,9.605,,Total,EU-27,EU-27 (aggregate),False,,17.259,2.876,0.801,Needs acceleration
REN,EU27_2020,2005,10.182,,Total,EU-27,EU-27 (aggregate),False,0.577,17.259,2.876,0.801,Needs acceleration
REN,EU27_2020,2006,10.778,,Total,EU-27,EU-27 (aggregate),False,0.596,17.259,2.876,0.801,Needs acceleration
REN,EU27_2020,2007,11.749,,Total,EU-27,EU-27 (aggregate),False,0.971,17.259,2.876,0.801,Needs acceleration
REN,EU27_2020,2008,12.552,,Total,EU-27,EU-27 (aggregate),False,0.803,17.259,2.876,0.801,Needs acceleration
REN,EU27_2020,2009,13.85,,Total,EU-27,EU-27 (aggregate),False,1.298,17.259,2.876,0.801,Needs acceleration
REN,EU27_2020,2010,14.405,,Total,EU-27,EU-27 (aggregate),False,0.555,17.259,2.876,0.801,Needs acceleration
REN,EU27_2020,2011,14.547,,Total,EU-27,EU-27 (aggregate),False,0.142,17.259,2.876,0.801,Needs acceleration
REN,EU27_2020,2012,16.002,,Total,EU-27,EU-27 (aggregate),False,1.455,17.259,2.876,0.801,Needs acceleration
REN,EU27_2020,2013,16.659,,Total,EU-27,EU-27 (aggregate),False,0.657,17.259,2.876,0.801,Needs acceleration
REN,EU27_2020,2014,17.416,,Total,EU-27,EU-27 (aggregate),False,0.757,17.259,2.876,0.801,Needs acceleration
REN,EU27_2020,2015,17.82,,Total,EU-27,EU-27 (aggregate),False,0.404,17.259,2.876,0.801,Needs acceleration
REN,EU27_2020,2016,17.978,,Total,EU-27,EU-27 (aggregate),False,0.158,17.259,2.876,0.801,Needs acceleration
REN,EU27_2020,2017,18.411,,Total,EU-27,EU-27 (aggregate),False,0.433,17.259,2.876,0.801,Needs acceleration
REN,EU27_2020,2018,19.096,,Total,EU-27,EU-27 (aggregate),False,0.685,17.259,2.876,0.801,Needs acceleration
REN,EU27_2020,2019,19.887,,Total,EU-27,EU-27 (aggregate),False,0.791,17.259,2.876,0.801,Needs acceleration
REN,EU27_2020,2020,22.038,,Total,EU-27,EU-27 (aggregate),False,2.151,17.259,2.876,0.801,Needs acceleration
REN,EU27_2020,2021,21.897,,Total,EU-27,EU-27 (aggregate),False,-0.141,17.259,2.876,0.801,Needs acceleration
REN,EU27_2020,2022,23.003,,Total,EU-27,EU-27 (aggregate),False,1.106,17.259,2.876,0.801,Needs acceleration
REN,EU27_2020,2023,24.579,,Total,EU-27,EU-27 (aggregate),False,1.576,17.259,2.876,0.801,Needs acceleration
REN,EU27_2020,2024,25.241,,Total,EU-27,EU-27 (aggregate),False,0.662,17.259,2.876,0.801,Needs acceleration
REN,FI,2004,29.232,,Total,Finland,North,True,,-9.624,0.0,2.046,At or above target
REN,FI,2005,28.814,,Total,Finland,North,True,-0.418,-9.624,0.0,2.046,At or above target
REN,FI,2006,30.043,,Total,Finland,North,True,1.229,-9.624,0.0,2.046,At or above target
REN,FI,2007,29.561,,Total,Finland,North,True,-0.482,-9.624,0.0,2.046,At or above target
REN,FI,2008,31.071,,Total,Finland,North,True,1.51,-9.624,0.0,2.046,At or above target
REN,FI,2009,31.045,,Total,Finland,North,True,-0.026,-9.624,0.0,2.046,At or above target
REN,FI,2010,32.166,,Total,Finland,North,True,1.121,-9.624,0.0,2.046,At or above target
REN,FI,2011,32.532,,Total,Finland,North,True,0.366,-9.624,0.0,2.046,At or above target
REN,FI,2012,34.222,,Total,Finland,North,True,1.69,-9.624,0.0,2.046,At or above target
REN,FI,2013,36.63,,Total,Finland,North,True,2.408,-9.624,0.0,2.046,At or above target
REN,FI,2014,38.633,,Total,Finland,North,True,2.003,-9.624,0.0,2.046,At or above target
REN,FI,2015,39.23,,Total,Finland,North,True,0.597,-9.624,0.0,2.046,At or above target
REN,FI,2016,38.943,,Total,Finland,North,True,-0.287,-9.624,0.0,2.046,At or above target
REN,FI,2017,40.857,,Total,Finland,North,True,1.914,-9.624,0.0,2.046,At or above target
REN,FI,2018,41.185,,Total,Finland,North,True,0.328,-9.624,0.0,2.046,At or above target
REN,FI,2019,42.807,,Total,Finland,North,True,1.622,-9.624,0.0,2.046,At or above target
REN,FI,2020,43.939,,Total,Finland,North,True,1.132,-9.624,0.0,2.046,At or above target
REN,FI,2021,42.819,,Total,Finland,North,True,-1.12,-9.624,0.0,2.046,At or above target
REN,FI,2022,47.74,,Total,Finland,North,True,4.921,-9.624,0.0,2.046,At or above target
REN,FI,2023,50.784,,Total,Finland,North,True,3.044,-9.624,0.0,2.046,At or above target
REN,FI,2024,52.124,,Total,Finland,North,True,1.34,-9.624,0.0,2.046,At or above target
REN,FR,2004,9.319,,Total,France,West,True,,19.271,3.212,1.03,Far behind
REN,FR,2005,9.272,,Total,France,West,True,-0.047,19.271,3.212,1.03,Far behind
REN,FR,2006,8.936,,Total,France,West,True,-0.336,19.271,3.212,1.03,Far behind
REN,FR,2007,9.426,,Total,France,West,True,0.49,19.271,3.212,1.03,Far behind
REN,FR,2008,11.188,,Total,France,West,True,1.762,19.271,3.212,1.03,Far behind
REN,FR,2009,12.215,,Total,France,West,True,1.027,19.271,3.212,1.03,Far behind
REN,FR,2010,12.671,,Total,France,West,True,0.456,19.271,3.212,1.03,Far behind
REN,FR,2011,10.813,,Total,France,West,True,-1.858,19.271,3.212,1.03,Far behind
REN,FR,2012,13.239,,Total,France,West,True,2.426,19.271,3.212,1.03,Far behind
REN,FR,2013,13.88,,Total,France,West,True,0.641,19.271,3.212,1.03,Far behind
REN,FR,2014,14.362,,Total,France,West,True,0.482,19.271,3.212,1.03,Far behind
REN,FR,2015,14.803,,Total,France,West,True,0.441,19.271,3.212,1.03,Far behind
REN,FR,2016,15.451,,Total,France,West,True,0.648,19.271,3.212,1.03,Far behind
REN,FR,2017,15.847,,Total,France,West,True,0.396,19.271,3.212,1.03,Far behind
REN,FR,2018,16.384,,Total,France,West,True,0.537,19.271,3.212,1.03,Far behind
REN,FR,2019,17.174,,Total,France,West,True,0.79,19.271,3.212,1.03,Far behind
REN,FR,2020,19.109,,Total,France,West,True,1.935,19.271,3.212,1.03,Far behind
REN,FR,2021,19.391,,Total,France,West,True,0.282,19.271,3.212,1.03,Far behind
REN,FR,2022,20.33,,Total,France,West,True,0.939,19.271,3.212,1.03,Far behind
REN,FR,2023,22.462,,Total,France,West,True,2.132,19.271,3.212,1.03,Far behind
REN,FR,2024,23.229,,Total,France,West,True,0.767,19.271,3.212,1.03,Far behind
REN,HR,2004,23.404,,Total,Croatia,South,True,,16.023,2.67,-1.136,Far behind
REN,HR,2005,23.691,,Total,Croatia,South,True,0.287,16.023,2.67,-1.136,Far behind
REN,HR,2006,22.668,,Total,Croatia,South,True,-1.023,16.023,2.67,-1.136,Far behind
REN,HR,2007,22.161,,Total,Croatia,South,True,-0.507,16.023,2.67,-1.136,Far behind
REN,HR,2008,21.986,,Total,Croatia,South,True,-0.175,16.023,2.67,-1.136,Far behind
REN,HR,2009,23.596,,Total,Croatia,South,True,1.61,16.023,2.67,-1.136,Far behind
REN,HR,2010,25.103,,Total,Croatia,South,True,1.507,16.023,2.67,-1.136,Far behind
REN,HR,2011,25.389,,Total,Croatia,South,True,0.286,16.023,2.67,-1.136,Far behind
REN,HR,2012,26.757,,Total,Croatia,South,True,1.368,16.023,2.67,-1.136,Far behind
REN,HR,2013,28.04,,Total,Croatia,South,True,1.283,16.023,2.67,-1.136,Far behind
REN,HR,2014,27.817,,Total,Croatia,South,True,-0.223,16.023,2.67,-1.136,Far behind
REN,HR,2015,28.969,,Total,Croatia,South,True,1.152,16.023,2.67,-1.136,Far behind
